Soil_Type,Soil_pH,Soil_Moisture,Organic_Carbon,Electrical_Conductivity,Nitrogen_Level,Phosphorus_Level,Potassium_Level,Temperature,Humidity,Rainfall,Crop_Type,Crop_Growth_Stage,Season,Irrigation_Type,Previous_Crop,Region,Fertilizer_Used_Last_Season,Yield_Last_Season,Recommended_Fertilizer
Clay,5.458954206,32.02844862,0.5333830642,0.8021757259,68.26915858,36.48112407,102.9295026,30.02439107,,728.4713221,Sugarcane,Flowering,Kharif,Canal,Potato,North,189.8768943,4.85462331,
Loamy,5.090219491,,0.9937300822,2.350749852,81.60476031,54.47426381,35.27003574,30.71004956,65.3233026,220.4543993,Rice,Sowing,Zaid,Drip,Tomato,East,103.066373,4.518687548,Compost
,7.580781144,30.131911,1.370483762,2.30527967,99.79202333,,43.79860921,30.27768352,58.32102929,2405.03189,Wheat,Vegetative-,Kharif,Drip,Rice,North,301.9181954,49.70624689,NPK
Silt,6.349716794,16.72512418,1.222440568,15.39306686,47.29184755,62.16550655,22.12585789,35.71395395,37.61485564,1334.871226,,Sowing,Kharif###,Drip,Maize,North,200.2328564,4.164936584,Urea
Silt,8.26977337,30.98768694,0.9851333209,1.382314894,64.25419563,,23.78717659,26.00683721,77.62093179,1209.780521,Potato,Vegetative,Zaid,Rainfed,Cotton,,187.7036902,2.712149413,DAP
Silt,6.882179185,13.06177947,8.456875746,0.5354225383,115.2620929,,61.31365612,28.28390641,,393.2565871,,Flowering,Rabi,Sprinkler,Wheat,North,95.63991067,3.530569299,DAP
Sandy,6.918580847,,1.277803422,2.986019244,102.4960002,51.06443713,321.5800045,33.87157853,55.35307547,,nan###,Sowing,Kharif,Sprinkler,Sugarcane,South,,1.394501005,MOP
Loamy,3.281330089,26.47155571,0.8948379427,2.141736528,711.7064036,40.82264952,64.01518735,43.65318369,48.27384277,1295.522772,Cotton,Flowering,Zaid,Sprinkler,Maize,Central,,9.749489528,Compost###
Clay,4.124078161,,0.882353202,2.035392754,31.26694266,45.7841309,34.3577288,36.76976217,79.31920495,1435.746439,Rice,,Zaid,,Rice,South,121.4386972,1.493584309,Urea
,5.766087307,39.042897,0.8713579532,,68.16036239,33.95832199,50.9773497,12.16003109,51.21173237,1066.290409,Wheat,Harvest,Rabi,Sprinkler,Cotton,West,1764.211314,5.407190498,DAP
Clay,4.976404904,53.13040544,0.5189236865,0.3019189987,,637.820759,8.75459566,31.3242015,,1952.155182,Tomato,Flowering,Zaid,Canal,Sugarcane,North,96.83946215,3.405286263,DAP
Sandy,4.454479263,425.2903798,1.062696561,0.8893483175,101.0519691,71.59439928,83.60439543,21.33781094,79.59739697,2833.975621,Cotton,Vegetative,Zaid,Drip,Maize,East,224.8848515,5.95937689,Compost
Sandy,6.257190789,12.72831036,1.091114355,1.124350815,172.275106,51.79450944,30.92275446,33.47410919,51.99683333,2454.80127,Potato,Vegetative,Rabi,Drip??,Tomato,Central,199.1223744,3.932643797,Compost
Silt??,5.802880074,64.14434202,0.8426621278,1.833188751,134.4749552,69.65003358,12.09926126,,77.10336069,,,Flowering,Kharif,,,East,200.4970318,10.25479225,MOP
,7.416404163,37.58692256,1.39215195,0.8079610628,34.55448553,80.93087416,,27.82758484,,,Tomato??,Flowering,Zaid,Rainfed,Maize,North,244.3685758,1.870994416,Urea
,6.225739896,,1.12550819,1.392115086,97.58432513,54.49052818,11.19565027,,64.63645822,426.2311381,Sugarcane,Harvest,Kharif,Drip,Tomato,Central,,2.788893514,
Silt,5.684549402,32.09764141,1.152174901,2.470498488,85.09758034,,102.3283774,37.08573798,,704.6002391,Wheat,Flowering,Zaid,Canal,Rice,North,188.0154894,9.242563519,Compost
Sandy,6.984197664,48.65032516,0.8859424637,0.4495867618,,44.97873572,,31.20362554,100.4063258,1296.093636,Maize,Sowing,Rabi,Canal,Sugarcane,North,82.92107564,,DAP
Loamy,8.123567205,43.42508693,0.9150115545,0.5296480315,161.8546836,72.70151695,18.34283256,,39.33381256,1115.187244,,Harvest,Kharif-,Drip,Sugarcane-,North,159.0053654,,MOP-
Silt,8.543379606,,0.6662728881,0.2155004174,84.16039236,12.52845264,86.87180032,,52.07359838,2223.286649,Tomato,Sowing,Zaid,Drip,Wheat,West,,1.33497694,DAP
Silt,78.34619727,42.42367693,,15.39306686,31.97636707,25.69891025,48.93483368,19.70793129,62.24475333,1814.124867,Rice,Vegetative,Kharif,,Sugarcane,Central,187.6487257,7.386648002,Urea
,78.34619727,,0.8244861043,0.8509098447,21.86985859,50.69110696,53.74596346,,50.83797876,1859.553732,Tomato,Vegetative,Zaid,Sprinkler,nan###,West,65.11567027,3.276879156,Urea
Loamy,,79.98239824,0.6843550784,0.7877919381,115.0079009,84.16764273,34.92021424,7.955245644,28.69740613,2035.932032,Potato,,Rabi,Rainfed,Potato,South,116.5853394,3.42196119,MOP
Sandy###,3.509313419,54.72612411,0.4450069804,2.198412425,93.45502801,,89.63913888,28.95300847,92.99229512,2489.630592,Tomato,Harvest,Kharif,Canal,Tomato,West,153.63279,2.774101344,DAP
Clay,4.595126587,23.96875365,1.189079692,0.4874541481,111.0168309,51.06795066,95.16564434,25.69128109,30.76967105,1285.489834,,,,Drip###,Potato,South,284.7529829,1.74214046,Compost
Silt,5.619420394,49.69588627,0.9484192693,1.555124245,117.4298178,8.468450364,62.8893171,22.18338853,31.36837001,1025.608865,Wheat,,Zaid,,Wheat,Central,192.2289773,5.251372558,DAP??
Sandy,6.61989654,,0.8985032066,2.035911359,88.77837288,637.820759,36.70308118,34.37197438,29.26802063,1461.42371,Maize,Sowing,Zaid,Canal,Potato,East,222.7936703,5.682668001,MOP
Loamy,4.882214719,51.22743696,0.830111118,1.759650325,113.4867635,84.05371517,54.07486149,17.56780725,66.64343839,652.5517874,,Vegetative,Rabi,Sprinkler,Potato,Central,285.4913286,3.393967094,Compost
Clay,7.049179057,41.38083475,0.3168559087,1.171019565,22.02671038,35.56151451,102.9589516,,,474.5626647,Rice,Sowing,Zaid,Drip,Potato,South,165.2985973,6.533330158,
,4.780085338,41.09952515,1.221614633,0.5226420875,29.81651492,93.57888039,70.35166763,8.241522444,73.51418435,1260.847228,Sugarcane,Flowering,Zaid,Drip,Sugarcane-,Central,90.18873388,,Urea
Loamy,7.81978897,15.10051723,0.4980220727,0.5581091288,101.101146,29.25091747,,32.3105298,79.01507994,2730.768569,Tomato,,Kharif,Sprinkler,Maize??,Central,172.0210059,4.341439244,DAP
Loamy,5.697394248,16.05335025,0.9953816329,1.410698746,178.8750912,,109.2771467,39.22665484,86.32938838,2062.553743,Rice,,Zaid-,Sprinkler,Rice,West,,4.464039522,DAP
Clay,8.47985263,,1.014152532,0.1923657733,76.63710203,38.96604967,47.16779511,31.57365722,67.50540726,1799.743531,Rice,Vegetative,Zaid,Drip,Cotton,North,159.031023,1.307075089,Zinc Sulphate
Sandy,7.995639332,13.26919682,1.125390454,2.411498517,29.05013592,68.66814047,42.64659184,23.02614033,61.25194508,2490.067731,Tomato,Flowering,Kharif,Sprinkler,Cotton-,North,150.6458287,1.805228235,Urea
Silt,5.022736243,12.46631197,0.828099558,1.064624248,64.41491332,43.23799206,19.43894361,11.68943924,82.56192892,2437.704932,Wheat,Harvest,Zaid,Canal,Rice,North,103.9158129,6.897006296,MOP
Silt,6.587108512,35.17495155,0.3998949751,1.02881995,58.40630235,34.34806995,,34.43407027,56.21247947,9515.653198,Potato,Vegetative,Kharif,Canal,Rice,West,89.99112574,7.921540078,DAP
Sandy,,47.50046646,0.5412114492,0.8246380652,98.96929865,10.56999989,53.15429781,20.30728161,53.49896673,1807.865329,Potato,Flowering,Kharif,Rainfed,Cotton,West??,225.331006,5.778934307,DAP
,7.325100401,15.43908419,0.9286865426,2.991245327,62.82800083,63.65077331,136.0304456,25.51730257,54.45259666,1106.747505,Wheat,Sowing,Rabi,Rainfed,Cotton,South,268.5563146,7.081551434,Urea
Sandy,4.818058932,,1.20417071,1.912429576,194.64461,29.70768419,58.83685482,32.55327861,37.7963667,544.3397714,,Vegetative,Zaid,Canal,Cotton,South,122.6816329,3.111655776,DAP
Clay,,9.884533703,0.9233174471,1.430636988,87.40048929,,90.9063392,33.81344446,79.26713139,,Potato-,Sowing,Zaid,Drip,Tomato,North,188.9521223,,Compost
Clay,4.270079476,14.55837188,0.5276141041,,129.7523837,24.27214329,69.07330728,22.7794293,843.2627567,1801.495233,Maize,Vegetative,Kharif,Drip,Wheat,North,261.109899,1.28161454,DAP
Silt,,28.11737237,0.2907694605,1.461364365,163.3735459,76.59972602,101.992353,27.02244403,46.93562552,1468.111236,Sugarcane,Harvest,Kharif,Drip,Rice,West,118.8528766,5.084405473,NPK
Clay,78.34619727,425.2903798,1.261652039,,192.8092944,31.58668005,29.12427642,41.21504542,49.40195107,493.0166126,Cotton,Flowering,Rabi,Sprinkler,Potato,Central,112.1162589,4.584607661,DAP
Loamy,,53.08951901,0.5492647593,1.072671774,128.6255106,41.72458797,321.5800045,23.56029465,70.98874991,,Wheat,Sowing,Zaid,,Wheat,,234.2550697,4.102769986,DAP
Silt,,45.75085856,0.4042992431,1.041090255,59.58352184,25.19163431,56.16083951,,78.91543989,1593.795634,Sugarcane,Harvest,Rabi,Canal,Sugarcane,East,67.12414417,6.109730293,
Clay,5.749250801,51.81111059,1.022850408,0.8924004358,102.9193822,46.93972703,80.70098066,39.6252063,47.83689507,2413.382246,Wheat,Vegetative,,Canal,Wheat,North,114.3788089,3.060038836,NPK
Sandy,5.918632446,24.97026667,0.4916296383,,72.20725155,637.820759,132.2901315,23.97673429,39.04489949,974.9510954,Tomato,Harvest,Kharif,Rainfed,Maize,West,183.7365244,3.682895581,Compost
Loamy,7.475867722,46.69373141,,0.1389500087,128.5471802,9.901806758,34.28122438,23.2206332,30.18546989,2200.432231,Maize,Sowing,Zaid,Rainfed,Rice,,,1.3239741,DAP
Sandy,4.880570612,20.44842606,0.6615380476,15.39306686,24.49370417,33.81841688,86.12220802,27.06146174,58.37795779,269.9897416,,Sowing,Rabi,Sprinkler,Sugarcane,West,,7.749621475,Urea
Silt,7.826411923,23.95260815,1.396144113,0.8089007583,96.80367985,37.09267439,30.9490599,27.11036116,95.99474051,2405.538452,Sugarcane,Sowing,Zaid,,Cotton,East,289.4481405,5.236522544,DAP
Sandy,6.593188618,36.61720839,8.456875746,2.98279275,98.27092088,57.21175202,,31.28350449,39.16322553,,Sugarcane,Flowering,Zaid,Sprinkler,Maize,East,186.9968339,4.638277808,DAP
Clay,3.803509549,42.12566269,0.5765400842,2.241308831,69.65400796,75.92065414,111.6357536,22.80057462,30.76710484,2039.783466,Cotton,Flowering,Rabi,Sprinkler,Potato,North,109.1375403,1.580479318,
,6.463857776,14.71078527,1.326488428,2.692918204,54.91707467,9.077579615,52.65221934,31.96908807,39.36172391,1944.71255,Sugarcane,Vegetative,Rabi,Rainfed,Potato,North,336.9427982,2.964553787,DAP
Silt,8.571450708,,0.5306859889,1.21192917,101.9709956,15.47610887,29.06745169,,68.63254072,2075.118768,Tomato,Harvest,Kharif,Drip,Tomato,,223.9995672,5.743795368,DAP
,8.792208479,52.92880875,0.9892026578,1.57290524,46.32041189,97.89492814,88.53875387,21.49752255,89.29273478,2901.37324,nan,Harvest,Rabi,Drip,Sugarcane,South,130.5542191,,Urea
Silt,4.494651299,33.30593379,0.5690824642,1.983923755,160.4640794,33.38571524,111.0836622,9.605539055,,,Wheat,Sowing,Kharif,Sprinkler,Sugarcane,Central,,5.237282902,
Sandy,,425.2903798,0.3350404936,,93.1448198,,95.13945677,42.91423184,47.54942626,2010.042726,,Sowing,Zaid,Drip,Maize,South,125.6793975,8.377677308,Compost
Loamy,7.58969436,48.10893781,1.137496391,,55.45285891,29.38779608,58.01678048,13.90506584,44.43054809,738.9934251,Cotton,Harvest,Rabi,,Rice,North,101.9101713,3.101424836,Urea
Clay,,29.96217901,1.202498149,1.842335322,711.7064036,59.89038515,,11.6235723,,565.8144149,Wheat,,Zaid,Rainfed,Sugarcane,North-,165.0930924,7.475575055,MOP
Silt??,7.3977417,29.48931847,,1.540864579,,64.17817379,122.9882614,,45.89140279,2318.586048,Cotton,Flowering,,Rainfed,Wheat,West,181.2674709,5.613115028,SSP
Loamy,5.823708945,52.50570706,1.04080203,1.791362461,,72.43126158,57.7130096,,44.39767447,1876.723431,Cotton,,,Canal,Wheat,Central,62.3809347,1.430656005,Compost
Loamy-,9.362626786,24.76243223,0.8910886507,1.95941097,48.92202797,32.8025276,15.59046271,14.03741912,50.25159118,1657.84221,Maize,Harvest,Rabi,,Wheat-,nan###,277.9043369,3.097241847,Urea
Silt,6.504610288,24.063011,0.7905296477,,134.6820971,62.79517309,10.90059703,15.97550862,85.17368799,1568.64192,Maize,Harvest,Zaid,Sprinkler,Rice,South??,208.8388907,7.322200412,MOP
,8.423956435,42.87526116,1.23618009,2.933538874,40.98351438,47.23143577,57.10205507,31.325228,,1502.983041,Potato,Harvest,Kharif,Rainfed,Cotton,South,1764.211314,1.455110144,Urea
Loamy,4.817967788,31.9162956,0.4758030711,1.56072643,69.83280087,42.7948035,112.6183246,22.73194458,,3077.984278,Tomato,Vegetative,Zaid,Sprinkler,Sugarcane,West,64.88679544,2.506827625,
Sandy,,22.79126591,0.8489031543,0.189542532,43.58852066,17.21879151,17.92436071,7.593966562,65.26040325,2530.396073,Rice,Harvest,Kharif,Sprinkler,Wheat,North,199.9182983,4.900776253,Urea
Loamy,8.998066587,44.7471708,0.7228631687,0.1340364366,149.4685942,,46.18275039,25.81965757,56.8904986,2640.387899,Wheat,Harvest###,Rabi,Rainfed,Potato,South,,6.171575835,
Silt,7.472511055,54.07409845,,0.3508145389,84.1340013,59.5967649,102.999259,12.16100962,80.10394713,430.8303802,Maize,Vegetative,Zaid,Drip,Rice,West,199.7563262,1.100549569,
Loamy,7.139140193,,,,,37.05278014,65.2665315,31.37074939,55.15167836,,Cotton,Sowing,Zaid,Rainfed,Cotton,East,120.8339013,1.936066788,
Sandy,9.232373423,21.24171391,0.9371671894,1.15621328,31.40719725,70.28514351,96.07656268,24.06082348,843.2627567,2326.241046,Cotton,Sowing,Zaid,,Sugarcane,East,45.21704757,3.837396056,Urea
Clay,7.873312695,21.12845794,0.40434834,0.2924119469,24.82213244,65.63644941,154.1838906,18.09745804,59.85231529,581.884186,Cotton,Vegetative,Rabi,Canal,Cotton,West,,6.183538233,Urea
Clay,5.180783562,18.63696711,0.5163959853,1.976431554,37.91036183,,82.78495617,35.29851361,103.7438862,1797.887151,Tomato,Sowing,Kharif??,Sprinkler,Wheat,East??,118.0350993,3.288148185,Urea
Loamy,3.816002775,45.97220454,0.8979205645,0.6584284407,34.24058702,,87.77024376,38.45918026,48.28402085,,Wheat,Harvest,,Sprinkler,Cotton,East,192.1554728,3.73366366,Urea
Sandy,3.948196214,47.73921209,1.168115207,2.244091966,152.5855315,63.02132855,26.4222729,26.99207013,,1369.343365,Potato,Flowering,Kharif,Canal,Potato,,167.1085712,4.678524383,
Clay,4.369404391,43.47619635,0.9869953104,0.4663724613,70.37747116,25.61261781,88.98894836,17.88224851,60.39251622,2253.839985,,Vegetative,Zaid,Sprinkler###,Rice,North,116.1632541,4.23606539,DAP
Loamy,,9.809027987,0.8053786561,2.304255096,94.85169404,17.65885824,45.69678904,30.15662004,59.83887625,630.6234677,Rice,Sowing,Kharif,,Potato,West,,5.39291039,DAP
Loamy,6.085664275,16.21308449,1.522999556,2.364155234,74.08968189,33.33386125,87.18113114,,,501.8578051,Cotton,Flowering,Rabi,Rainfed,Wheat??,Central,99.23113351,4.509443975,DAP
Sandy,4.129089904,19.8891488,0.3528839796,1.230306492,146.5552202,14.29936657,134.4982948,26.77154346,71.70827221,2357.509012,Rice,Harvest,Kharif,Rainfed,Sugarcane,North,74.95848832,2.603039562,
Silt###,5.368627773,22.06531913,0.9503723584,2.111880203,80.79221015,38.06830787,,13.25131204,81.97643151,9515.653198,Sugarcane??,Flowering,Rabi,Sprinkler,Potato,South,295.0887196,,DAP
,6.440915717,14.33273838,1.000229828,0.4364420265,40.39605185,47.46058249,58.75754606,26.43416461,43.1047237,597.9144577,Rice??,Sowing,Zaid,,Potato,East,61.85356547,2.944329528,Urea
Silt,,29.13136666,1.077807027,2.517774455,122.0838947,50.43188622,13.65066994,,31.21864826,2460.593604,nan,Sowing,Zaid,Canal,Maize,,206.7104194,3.432140735,MOP
Silt,6.05757711,14.34638617,1.303861117,1.566804875,73.81936451,84.13566671,82.33516887,9.707600892,,9515.653198,Wheat,Vegetative,Zaid,nan-,Sugarcane,North,309.606639,,Compost
Clay,5.19219283,56.86177641,1.100387974,1.094003956,105.9963652,46.19014302,,29.45130996,80.9681395,2066.716373,Potato,Flowering,Zaid,,Tomato,East,129.8205238,1.340245462,DAP
Silt,6.29122629,41.05015827,0.7386167724,0.3253775053,,98.79626686,65.97398837,28.70407323,69.34752938,,Potato,Vegetative,Zaid,,Potato,South,230.2763418,8.137165758,NPK
Sandy,,38.91591682,0.6166500219,0.6562133753,120.0859946,91.78715607,26.95738912,17.85859449,38.57483144,3222.950141,Cotton-,Vegetative,Kharif,Sprinkler,Sugarcane,South,246.7882359,3.082935636,
Clay,7.023574071,11.63932651,0.6390676265,2.243717758,141.100239,25.30971803,60.00362253,12.75158676,76.79452551,1476.514923,Rice,Flowering,Zaid,Canal,Tomato,East,69.27186961,5.477418973,DAP
Clay,7.718995232,55.42925749,0.2894335709,1.969192972,135.1226913,63.73039758,41.44063427,45.47144034,57.56357155,1596.644972,Maize,Flowering,Rabi,Canal,Sugarcane,Central,113.6289978,5.122831475,Zinc Sulphate
Clay,7.536897948,61.69573876,1.151543972,0.9205757688,107.4089326,73.12585614,134.806379,31.04152417,57.2973034,1576.43609,Sugarcane,Harvest,Rabi,Sprinkler,Rice,West,94.59511735,8.141719222,
Loamy,6.846561427,20.01714687,0.3149395777,1.468586544,711.7064036,53.44876539,80.16243841,19.35093313,42.80848516,9515.653198,,Harvest,Rabi??,Sprinkler,Tomato,East,71.4122979,8.405423638,DAP
Loamy,7.261967775,46.28481067,,0.397281811,70.67171273,,104.2352437,18.58885084,85.77230774,2183.330023,Wheat,Sowing,,Sprinkler,Potato,North,,1.254421685,DAP
Silt,9.570645408,57.50591598,1.320113884,0.3103584672,25.22078269,41.46492379,30.8034041,25.26669993,97.91033823,558.153015,,Vegetative,Kharif,Drip,Wheat,,177.3030843,5.037542301,Urea
Clay,5.636663307,31.72746865,1.287355096,2.492967314,,23.69691976,75.19862127,33.16677018,82.13802111,1189.983703,Maize,Flowering,Kharif,Sprinkler,Sugarcane,West,156.8668961,2.309620599,Urea
Clay,6.476015823,27.97819264,0.8720274958,1.289171853,89.90780303,32.72488712,321.5800045,14.38626569,110.2533033,1788.304499,Maize,,Rabi,Rainfed,Rice,South,215.5682056,3.703395442,DAP-
Sandy,5.786643733,18.66436345,1.089254753,1.127772313,40.2442738,31.38557312,87.59332638,19.89942932,51.13598174,558.9950075,Cotton,Flowering,Zaid,Drip-,Rice,East,,2.344585946,
Silt,5.374658773,40.70581462,0.5187593121,3.417650444,142.2059906,68.42628381,121.5629879,13.37307039,29.14576471,1848.732713,Sugarcane-,Harvest,Kharif,Drip,Wheat,North,194.7929231,0.9689731489,Urea
Sandy,9.414078592,30.1121301,1.307370054,1.53653654,67.5697486,39.33850252,37.42381007,44.72212813,48.05774534,1617.669657,,Harvest,Zaid,Rainfed,Rice,North,294.6687946,4.157407163,Urea
Silt,6.133989033,44.20083462,0.6477150677,0.8281157408,28.45913657,,22.79218494,42.42115668,41.41482939,624.8131154,,Flowering,Kharif,Sprinkler,Potato,West,238.3691773,,Urea
Silt,7.78978229,56.15884469,1.367381671,1.011036501,53.57017356,33.31265443,52.52502664,24.98260157,94.30373291,1103.039683,Maize,,Zaid,Drip,Wheat,West,99.89220783,6.854090825,
Loamy,5.834297605,20.60647424,0.4793346965,1.998122794,,34.95880781,93.90959959,,45.91650729,415.0770518,Wheat,Sowing,Zaid,Canal,,North,58.11143959,4.467028364,DAP
Loamy,9.589053618,46.3718351,0.6059679668,2.089059885,96.49092637,35.35809066,39.20053149,14.20880725,32.98885519,1941.064671,,Flowering,Zaid,Drip,Rice,East,193.3243721,,DAP
Sandy,6.688599958,,0.499165405,,109.6302027,53.33411748,35.13926058,30.01549322,56.50837921,893.1392353,Sugarcane,Flowering,Zaid,Sprinkler,Potato,East,125.8500188,4.479759033,Compost
Silt,3.957753781,18.67470185,1.130320686,1.818856152,129.6356084,90.2742135,35.56187955,34.12183047,42.92807997,2955.830284,Sugarcane,,Rabi,Canal,Wheat,East,48.95454784,5.825092703,Compost
nan-,7.541233292,27.58040324,1.429881235,,130.3779986,25.41400089,83.22343534,30.17474301,,2545.332912,,Vegetative,Zaid,Rainfed,Cotton,West,144.3111899,3.84555848,DAP
Loamy,6.605989819,50.32644641,0.4724279411,1.450400566,,19.50959228,51.58016472,10.68300437,26.07001299,903.8282654,Tomato,Harvest,Rabi,Rainfed,,Central,192.6065183,2.265248579,DAP
Clay,4.816799127,52.98149604,0.3369591356,,711.7064036,41.57998441,117.3758485,29.96918076,87.32668312,1117.857326,Cotton,Sowing,Rabi,Canal,Wheat,Central,135.1708429,,DAP
Sandy,9.86092163,19.15137623,0.4409528013,0.8640863343,22.60892742,75.46732416,63.90899398,33.76145031,77.96982715,598.2125538,Wheat,Harvest,Rabi,Drip,,East,130.5514157,5.964285814,Urea
Loamy,4.988943601,19.06031236,8.456875746,0.8577275449,133.8444987,39.34755062,56.30371731,12.23198452,56.24263956,1793.542412,Tomato,Harvest,Zaid,Canal,Cotton,West,,4.905876324,DAP
Loamy,,39.00959687,0.8019139394,2.653425359,96.92727845,65.50510676,,27.18568913,,2512.809632,Cotton,Sowing,Rabi,Drip,Potato,West,199.9183194,5.736429276,Zinc Sulphate
Silt,6.005812664,42.43614562,0.7743529537,0.8045760317,102.917915,62.85396261,15.56819524,39.82671253,81.70045934,984.8154487,Tomato,,Kharif,,Potato,West,267.0314239,5.872939021,MOP-
,5.581304392,28.03862839,1.181541551,,,70.34457546,75.57057405,14.37445766,,612.1176909,Rice,Vegetative,Rabi,Sprinkler,nan,West,153.2864533,5.76203245,Urea
,9.269494697,54.10014067,0.807661405,0.3891812268,22.13842303,46.49274224,112.846682,28.21733928,33.41399944,2160.627526,Wheat,Vegetative,,Canal,Tomato,Central,112.6019085,7.286728824,Urea
Loamy,6.581466506,19.66048311,,2.462936344,192.8172886,76.04522353,28.51538052,12.02430168,64.74879983,2285.463641,Sugarcane,Sowing,Rabi,Sprinkler,Tomato,Central,264.2078732,2.256898961,MOP
Sandy,6.266067841,17.67693879,0.5342159462,0.2307002039,,,29.821235,32.42626658,67.01006895,2184.346105,Tomato,,Rabi,Sprinkler,Maize,East,326.5673206,5.258552353,
Loamy,7.26685125,40.05970837,,0.9766583412,136.7111079,,96.66658859,27.26851055,39.08044506,1137.719199,Maize,Sowing,Rabi,Sprinkler,Potato,West###,221.0362791,4.152203644,DAP
Sandy,5.44127712,7.71144371,0.8868786649,0.4702032838,187.8748329,,55.49201891,,68.70371168,9515.653198,Rice,Flowering,Rabi,Sprinkler,,Central,149.6210937,2.915827438,DAP
Loamy,,65.10245084,0.6158695319,1.984547087,89.91086987,62.0277454,17.61689134,22.31703408,42.18841297,1378.845279,Wheat,Vegetative,Kharif,Drip,Sugarcane,South,,8.117065299,MOP
Clay,,,0.5106097862,1.421733325,97.58668824,,134.4650846,21.45647828,60.6168052,2376.495038,Potato,Flowering,Kharif###,Drip,Tomato,North,248.6892991,6.112558836,DAP
Clay,5.590188059,,0.5503394696,0.7263916137,57.87941767,35.16957655,72.51983966,36.48890327,42.9351193,1687.170648,Potato,Flowering,Kharif,Canal,Rice,South,195.3702671,2.016694538,
,8.650985138,32.21596533,0.3688450059,2.028470142,64.17934247,,,44.85727939,83.19653,415.8930823,Sugarcane,Flowering,Kharif,Drip,Sugarcane,South,162.6052254,5.727242522,DAP
,5.910597762,425.2903798,0.7649238075,,100.6767103,47.7139625,27.50894728,9.17942662,50.29481202,1083.42363,Sugarcane,Harvest,Zaid,Drip,Tomato,South,168.4085057,,MOP
Loamy,9.048651252,56.08815881,,1.537431782,123.6412782,54.56379736,,20.34843625,44.28620685,2090.462685,,Sowing,Kharif,,,South,80.24485729,3.146261957,MOP
Loamy,7.418652285,37.85396131,0.4551694291,1.020555135,125.3190052,41.29394912,32.12623541,,35.00597799,1926.896234,,Flowering,Kharif,Canal,Cotton,South-,243.3751592,6.185876402,
Clay,9.371003901,425.2903798,0.8535640998,2.189242181,92.92757398,13.23290639,89.10294542,18.94812624,84.90069009,527.6568444,,Sowing,Kharif,Drip,Tomato,Central,119.2428343,9.637585332,DAP
Silt,8.400007582,34.08515318,0.8849972077,3.163222968,47.23146153,59.18907245,94.97670315,28.47933415,46.47530157,1471.936799,Maize,Flowering,Rabi,Drip,Maize,East,188.8016964,7.786948833,Urea
Clay-,5.17143032,42.0292455,0.3030970301,0.2028896379,31.04898105,66.07214656,,16.01850696,47.73983518,3072.015403,Sugarcane,Harvest,,,Rice,North,142.3110129,,Urea
Sandy,6.130376885,35.69280558,0.3419595936,0.9180509986,160.2710731,,73.03745608,10.6896016,43.88840157,2290.344494,Maize,Harvest,Kharif,Rainfed,Cotton-,Central,,1.883150997,DAP
,7.252443876,45.63440194,0.7507298847,0.9042987778,37.53838932,73.50860757,,34.85552246,82.1499224,1872.800363,Wheat,Flowering,Zaid,Sprinkler,,East,1764.211314,4.091898619,
Sandy,5.737028447,35.31162579,,2.425671465,23.86539208,84.73829662,117.4431883,23.00329208,58.92874515,692.4577366,Tomato,Sowing,Kharif,Drip,Tomato,,106.6856815,3.730817459,Urea
Clay,4.401450562,53.7151054,1.31377507,1.848597375,53.12309842,15.7601683,51.24246114,50.11867967,54.16038425,1298.039322,,Vegetative,Rabi,Sprinkler,Cotton,South###,378.4343398,4.946198204,Urea
Clay,6.404142653,77.59673838,0.3293474682,0.8397928636,,72.15399931,49.70035761,326.6906569,28.10955372,,Rice-,Sowing,Zaid??,Sprinkler,,,83.26999219,6.441334862,Compost
Clay,7.004249811,31.63411666,0.3238112276,0.8731479069,38.93845536,27.11497901,10.16032486,25.96188262,89.00531873,2593.361872,Rice,Vegetative,,Canal,Rice,Central,269.7096852,4.923337038,Urea
Sandy,6.691133719,40.65614976,0.3111998866,2.681507541,,63.36938402,108.4215214,32.72356732,43.25062193,1991.571796,Wheat,Vegetative,Rabi,Rainfed,Potato,East,261.1426238,4.10013278,Compost
,4.524188,15.35827243,0.8823605739,2.481716853,120.3033205,637.820759,64.38975551,22.25064664,47.16701616,1293.793129,Wheat,Sowing###,Rabi,Sprinkler,Potato,South,251.5220228,0.9659484702,DAP
Loamy,5.674008463,,0.8691651459,2.993948043,130.1815407,39.73113821,56.31262772,22.13741622,58.85538244,1775.254792,Sugarcane,Harvest,Zaid,Canal,Tomato,North,193.4185454,3.126365802,SSP
Clay,10.75933633,29.05911059,0.5532841952,2.599623623,46.87592576,70.24378977,70.01214704,,72.61807727,218.4248674,Sugarcane,Vegetative,,Rainfed,Sugarcane,Central,,5.258648143,
,8.854006629,59.92120585,1.027229044,1.750006799,66.45653635,58.75150037,28.43822469,21.28792721,53.47305763,2362.860088,Wheat,Flowering,Kharif,Canal,Cotton,East,176.7750013,,Urea
Loamy,5.702115064,425.2903798,1.149884618,0.3883387212,40.15040237,65.11656367,65.2069312,18.6701218,108.277982,2944.333673,Rice,Flowering,Rabi,Sprinkler,Rice,North,61.11865435,4.830250015,Urea
Loamy,5.085532824,50.49529836,1.519708766,2.153343311,711.7064036,34.02430979,54.34573684,326.6906569,53.11167787,273.4369468,Wheat,Sowing,Zaid,Canal,Potato,North,1764.211314,6.765428451,Compost
